"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Dept. Total
912
SPANISH","1764","3.624","64.2","13.9","12.2","3.1","4.0","0.8","0.3","1.2","0.1",".","",".","0.3","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","249","3.585","61.4","15.7","14.1","2.0","5.2","1.2","0.4",".",".",".","",".",".",".",".",".","."
"Sophomore","480","3.657","66.7","14.6","11.7","2.7","3.5","0.6","0.2",".",".",".","",".",".",".",".",".","."
"Junior","426","3.536","58.7","14.8","14.8","4.5","5.6","0.9","0.5","0.2",".",".","",".",".",".",".",".","."
"Senior","527","3.673","68.7","13.3","11.2","3.0","2.8","0.8",".","0.2",".",".","",".",".",".",".",".","."
"Undergraduates","1682","3.620","64.5","14.4","12.7","3.2","4.1","0.8","0.2","0.1",".",".","",".",".",".",".",".","."
"Special","7","2.788","28.6","14.3","28.6","14.3",".",".","14.3",".",".",".","",".",".",".",".",".","."
"Graduate","73","3.926","58.9","4.1",".",".","1.4",".",".","26.0","1.4",".","",".","6.8","1.4",".",".","."
"Prof Yr 3","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1764","3.624","64.2","13.9","12.2","3.1","4.0","0.8","0.3","1.2","0.1",".","",".","0.3","0.1",".",".","."
