"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","373","3.712","65.1","20.1","8.0","2.9","1.6","0.5","0.3","1.1",".",".",".",".","0.3",".",".","."
"Literatures of Native America","172
001","22","3.727","86.4",".",".","9.1",".","4.5",".",".",".",".",".",".",".",".",".","."
"American Indian History","190
001","28","3.630","46.4","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","3.6","."
"First Semester Ojibwe","301
001","26","3.904","92.3","3.8",".",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Beginner Indigenous Language","303
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"IndigenousPeoples&Environment","306
001","57","3.281","42.1","29.8","10.5","5.3","5.3",".","7.0",".",".",".",".",".",".",".",".","."
"Beginner Hoocak/Ho-Chunk","308
001","8","4.000","75.0",".",".",".",".",".",".","12.5",".",".",".",".","12.5",".",".","."
"Beginner Menominee I","310
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beginner Oneida I","312
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"American Indians in Film","325
001","26","3.326","61.5","3.8",".",".","15.4","3.8","3.8","11.5",".",".",".",".",".",".",".","."
"American Indian Communities","330
001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Ojibwe","401
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Ho-Chunk I","405
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Menominee I","407
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Oneida I","411
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"American Indian Women","437
001","12","3.955","83.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"140
AMER IND","Dept. Total","588","3.678","65.1","18.9","6.5","3.1","2.4","0.7","1.0","1.4",".",".",".",".","0.5",".","0.5","."
