"TERM : 1262","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2025-2026","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"","ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","",""
"305","ELPA","Dept. Total
643","3.895","83.5","3.4","1.6","0.2","0.5","0.2","1.1","7.0","",".",".","",".","1.9","0.6","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","",""
"","Senior","12","3.958","91.7","8.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
