"PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"","103
001","281","3.137","19.9","27.4","26.0","17.8","7.5","0.7","0.7",".",".",".",".",".",".",".",".","."
"","103
002","219","3.055","21.9","18.7","26.5","20.5","10.0","1.4","0.9",".",".",".",".",".",".",".",".","."
"","103
003","192","3.065","20.8","24.0","21.4","18.2","13.5","1.0","0.5","0.5",".",".",".",".",".",".",".","."
"General Physics","Course Total","692","3.091","20.8","23.7","24.9","18.8","10.0","1.0","0.7","0.1",".",".",".",".",".",".",".","."
"","104
001","215","3.162","30.2","18.6","18.6","20.0","10.2","0.9","0.5",".",".",".",".",".","0.9",".",".","."
"","104
002","154","3.167","31.2","19.5","16.9","20.1","9.7","1.3","0.6",".",".",".",".",".","0.6",".",".","."
"General Physics","Course Total","369","3.164","30.6","19.0","17.9","20.1","10.0","1.1","0.5",".",".",".",".",".","0.8",".",".","."
"","106
001","155","3.747","75.5","9.7","4.5","4.5","0.6","0.6","1.3",".",".",".",".",".",".",".","3.2","."
"","106
002","141","3.734","76.6","9.9","3.5","2.8","4.3","0.7","0.7","0.7",".",".",".",".",".",".","0.7","."
"Physics of Sports","Course Total","296","3.740","76.0","9.8","4.1","3.7","2.4","0.7","1.0","0.3",".",".",".",".",".",".","2.0","."
"Ideas of Modern Physics","107
001","50","3.854","72.0","20.0","4.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"","109
001","151","3.651","60.3","21.9","9.3","4.6","1.3","0.7","0.7","1.3",".",".",".",".",".",".",".","."
"","109
002","59","3.672","57.6","28.8","5.1","5.1",".","1.7",".",".",".",".",".",".",".","1.7",".","."
"Physics in the Arts","Course Total","210","3.657","59.5","23.8","8.1","4.8","1.0","1.0","0.5","1.0",".",".",".",".",".","0.5",".","."
"Energy and Climate","115
001","27","3.521","51.9","18.5","11.1",".",".","7.4",".","11.1",".",".",".",".",".",".",".","."
"Special Topics in Physics","120
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Physics","201
002","164","2.819","13.4","14.0","27.4","20.7","20.1","3.0","0.6",".",".",".",".",".","0.6",".",".","."
"","202
001","280","2.759","15.4","10.0","21.8","24.6","25.7","1.1","1.4",".",".",".",".",".",".",".",".","."
"","202
002","278","2.874","14.7","15.5","24.5","22.7","21.9","0.4","0.4",".",".",".",".",".",".",".",".","."
"General Physics","Course Total","558","2.816","15.1","12.7","23.1","23.7","23.8","0.7","0.9",".",".",".",".",".",".",".",".","."
"","207
001","142","3.029","17.6","28.9","23.9","16.2","4.2","6.3","1.4",".",".",".",".",".","1.4",".",".","."
"","207
002","148","2.990","19.6","20.9","26.4","17.6","8.8","6.8",".",".",".",".",".",".",".",".",".","."
"General Physics","Course Total","290","3.009","18.6","24.8","25.2","16.9","6.6","6.6","0.7",".",".",".",".",".","0.7",".",".","."
"General Physics","208
002","190","3.053","21.6","20.0","28.4","16.8","8.9","3.7","0.5",".",".",".",".",".",".",".",".","."
"Intro-Solid State Electronics","235
001","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Physics","241
001","54","3.639","61.1","22.2","7.4","5.6","1.9","1.9",".",".",".",".",".",".",".",".",".","."
"A Modern Intro to Physics","247
001","69","3.213","42.0","14.5","15.9","10.1","10.1","4.3","1.4",".",".",".",".",".",".","1.4",".","."
"A Modern Intro to Physics","248
001","32","3.531","37.5","40.6","15.6","3.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"A Modern Intro to Physics","249
001","40","3.388","27.5","35.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","299
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
136","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"","307
001","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","22","3.952","86.4","9.1",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"Intmed Lab-Mech&Mod Physics","Course Total","40","3.910","82.5","12.5","2.5",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"Mechanics","311
001","82","3.463","42.7","32.9","15.9","3.7",".","3.7","1.2",".",".",".",".",".",".",".",".","."
"Elect Circuits & Electronic","321
001","38","3.395","18.4","44.7","34.2","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Electromagnetic Fields","322
001","59","3.178","15.3","30.5","33.9","15.3","5.1",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Physics","406
002","11","3.273",".","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","407
001","6","3.700","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".","."
