"L&S","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Course Total
American English Pronunciation","29","",".",".",".",".",".",".",".",".",".","96.6","3.4",".",".",".",".","."
"349
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
003","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Academic Writing for Grads","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Dept. Total
351
ESL","555","3.844","20.0","4.1","1.6",".","0.2",".",".",".",".","71.2","2.3",".","0.4","0.2",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Freshmen","143","3.813","11.9","3.5","1.4",".",".",".",".",".",".","79.0","4.2",".",".",".",".","."
"Sophomore","157","3.769","23.6","7.0","3.2",".","0.6",".",".",".",".","63.7","1.9",".",".",".",".","."
"Junior","100","3.927","36.0","4.0","1.0",".",".",".",".",".",".","56.0","2.0",".",".","1.0",".","."
"Senior","57","3.952","33.3","3.5",".",".",".",".",".",".",".","57.9","1.8",".","3.5",".",".","."
"Undergraduates","457","3.850","23.9","4.8","1.8",".","0.2",".",".",".",".","66.1","2.6",".","0.4","0.2",".","."
"Special","16","3.625","12.5","6.3","6.3",".",".",".",".",".",".","68.8","6.3",".",".",".",".","."
"Graduate","108","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Dept. Total","581","3.844","19.1","4.0","1.5",".","0.2",".",".",".",".","72.5","2.2",".","0.3","0.2",".","."
