"L&S","","","","","","","","","","","","","","","","","","","","",""
"ASIAN LANG & CULTURE: LANG Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
186
ASIALANG","746","3.667","68.4","14.3","8.6","2.3","3.6","0.9","0.7","1.1","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","86","3.613","66.3","12.8","10.5","1.2","5.8","2.3",".","1.2","",".",".","",".","",".",".",".",".","."
"Sophomore","196","3.664","65.8","15.3","10.2","4.1","2.0","1.5",".","1.0","",".",".","",".","",".",".",".",".","."
"Junior","192","3.599","63.5","16.1","9.4","2.6","5.7",".","1.6","0.5","",".",".","",".","",".","0.5",".",".","."
"Senior","207","3.759","75.8","12.6","5.8","1.4","2.9","1.0",".","0.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","681","3.666","68.3","14.4","8.7","2.5","3.8","1.0","0.4","0.7","",".",".","",".","",".","0.1",".",".","."
"Special","32","3.438","56.3","12.5","12.5",".","3.1",".","6.3","9.4","",".",".","",".","",".",".",".",".","."
"Graduate","33","3.888","81.8","15.2","3.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","746","3.667","68.4","14.3","8.6","2.3","3.6","0.9","0.7","1.1","",".",".","",".","",".","0.1",".",".","."
