"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Special Topics
875","001","","26","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Human&Clinicl Nutrition
881","003","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Nutr&Metabolism (Adv)
901","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Nutrition
931","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"991","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","093","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","106","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","","26","",".",".",".",".",".",".",".","96.2",".",".",".","3.8",".",".",".","."
