"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"","990
026","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
027","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","30","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"188
ASTRON","Dept. Total","713","3.574","54.6","17.3","12.2","3.9","2.7","1.1","0.8","7.3","",".",".","",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.511","47.4","27.6","15.8","3.9","2.6","2.6",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","234","3.496","50.9","21.4","15.8","5.6","4.3","1.7","0.4",".","",".",".","",".",".","",".",".",".","."
"Junior","","175","3.654","63.4","18.3","12.6","2.9","1.7",".","1.1",".","",".",".","",".",".","",".",".",".","."
"Senior","","142","3.585","66.9","12.0","9.2","4.9","2.8","1.4","2.1",".","",".",".","",".","0.7","",".",".",".","."
"Undergraduates","","627","3.562","57.6","19.1","13.4","4.5","3.0","1.3","1.0",".","",".",".","",".","0.2","",".",".",".","."
"Special","","30","3.935","23.3","3.3",".",".",".",".",".","73.3","",".",".","",".",".","",".",".",".","."
"Graduate","","56","3.843","37.5","3.6","5.4",".",".",".",".","53.6","",".",".","",".",".","",".",".",".","."
"","Dept. Total","713","3.574","54.6","17.3","12.2","3.9","2.7","1.1","0.8","7.3","",".",".","",".","0.1","",".",".",".","."
