"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3539","3.669","63.5","15.3","11.0","4.2","2.2","0.4","0.2","1.6","",".","1.4","",".","0.1","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.298","54.2","8.3","16.7","4.2","8.3","8.3",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","50","3.667","72.0","10.0","8.0","4.0","4.0","2.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","45","3.591","62.2","13.3","13.3",".","11.1",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","54","3.893","85.2","7.4","1.9",".","3.7",".",".",".","",".",".","",".",".","1.9",".",".","."
"Undergraduates","","173","3.684","71.1","9.8","8.7","1.7","6.4","1.7",".",".","",".",".","",".",".","0.6",".",".","."
"Special","","59","3.788","76.3","13.6","1.7",".",".",".","5.1","1.7","",".",".","",".",".",".",".","1.7","."
"Graduate","","438","3.818","58.9","10.5","3.7","0.9","0.2",".","0.5","12.8","",".","11.2","",".","0.7","0.5",".","0.2","."
"Prof Yr 1","","1102","3.461","51.8","18.3","18.0","7.5","3.7","0.5","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","823","3.583","61.5","19.7","12.4","4.3","1.8","0.2","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","660","3.725","74.2","13.6","7.4","2.7","1.7","0.2",".",".","",".",".","",".","0.2",".",".",".","."
"Prof Yr 4","","284","3.908","89.1","6.3","2.8","1.4",".","0.4",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2869","3.651","63.4","16.5","12.4","4.9","2.3","0.3","0.1",".","",".",".","",".","0.0",".",".",".","."
"","College Total","3539","3.669","63.5","15.3","11.0","4.2","2.2","0.4","0.2","1.6","",".","1.4","",".","0.1","0.1",".","0.1","."
