"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","101
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","9","2.667","33.3","11.1","11.1","11.1","11.1","11.1","11.1",".",".",".",".",".",".",".",".","."
"","101
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Academic Enhancement Seminar","Course Total","20","3.300","55.0","15.0","10.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","115
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","32","3.672","78.1","3.1",".","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","115
012","27","3.481","59.3","14.8","11.1","7.4","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"","115
013","28","3.536","71.4","7.1","3.6","7.1","7.1",".","3.6",".",".",".",".",".",".",".",".","."
"","115
014","25","3.580","68.0","12.0","4.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","115
021","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
032","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
041","20","3.725","85.0","5.0",".",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","115
043","24","3.813","79.2","8.3","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","115
044","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
046","33","3.742","81.8","9.1","3.0",".",".","6.1",".",".",".",".",".",".",".",".",".","."
"","115
051","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
052","42","3.750","71.4","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","115
053","23","3.587","60.9","26.1","4.3","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","115
054","36","3.889","86.1","5.6","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","419","3.770","80.2","8.6","4.3","3.6","1.7","1.0","0.7",".",".",".",".",".",".",".",".","."
"Art/Sci of Human Flourishing","120
001","33","3.591","48.5","30.3","15.2","3.0","3.0",".",".",".",".",".",".",".",".",".",".","."
"","125
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
002","19","3.868","89.5",".","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
006","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
007","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
008","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
009","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
010","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
011","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
012","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
013","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
014","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","17","3.912","94.1",".",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","125
016","18","3.917","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 86 of 481"
