"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3350","1.344","11.4","0.6","13.7","0.1","1.1","0.0","0.1","29.9","0.0",".","",".","",".","0.1",".","0.1","2.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Special","","64","2.821","23.4","29.7","14.1","1.6","3.1","1.6",".","4.7",".",".","",".","",".",".",".","4.7","1.6"
"Graduate","","14","3.500","28.6","14.3","14.3","7.1",".",".",".","28.6",".",".","",".","",".",".",".","7.1","."
"Prof Yr 1","","918","1.202","13.1",".","21.1",".","0.7",".",".","0.3",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1231","1.342","9.4",".","12.8",".","1.2",".","0.3","38.2",".",".","",".","",".",".",".",".","2.9"
"Prof Yr 3","","999","1.427","10.6",".","7.3",".","0.9",".",".","50.5","0.1",".","",".","",".",".",".",".","3.0"
"Prof Yr 4","","124","1.516","16.1",".","18.5",".","4.8",".",".","12.9",".",".","",".","",".","2.4",".",".","."
"Professionals","","3272","1.300","11.1",".","13.7",".","1.1",".","0.1","30.3","0.0",".","",".","",".","0.1",".",".","2.0"
"","College Total","3350","1.344","11.4","0.6","13.7","0.1","1.1","0.0","0.1","29.9","0.0",".","",".","",".","0.1",".","0.1","2.0"
