"","990
189","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
199","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
200","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","68","",".",".",".",".","",".","",".","",".","75.0","",".",".","",".","22.1","",".",".","2.9","."
"704
PATH","Dept. Total","455","3.847","16.0","1.3","1.5","0.2","",".","",".","",".","59.8","",".","17.4","",".","3.3","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","6","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","15","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","14","3.921","92.9",".","7.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","36","3.933","94.4",".","5.6",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","218","3.787","42.7","2.8","2.3","0.5","",".","",".","",".","21.1","",".","25.2","",".","5.5","",".",".",".","."
"Prof Yr 2","","13","",".",".",".",".","",".","",".","",".",".","",".","100.0","",".",".","",".",".",".","."
"Prof Yr 3","","23","#Num!","8.7",".",".",".","",".","",".","",".","21.7","",".","47.8","",".","13.0","",".",".","8.7","."
"Prof Yr 4","","221","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","257","#Num!","0.8",".",".",".","",".","",".","",".","87.9","",".","9.3","",".","1.2","",".",".","0.8","."
"","Dept. Total","511","3.847","25.2","1.2","1.4","0.2","",".","",".","",".","53.2","",".","15.5","",".","2.9","",".",".","0.4","."
