"","990
154","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
155","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
157","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","59","",".",".",".",".","",".","",".","",".","89.8","",".",".","",".","10.2","",".",".",".","."
"700
ONCOLOGY","Dept. Total","191","3.825","56.0","6.3","3.7","3.1","",".","",".","",".","27.7","",".",".","",".","3.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","31","3.870","83.9","6.5","6.5","3.2","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","52","3.819","76.9","13.5","5.8","3.8","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","88","3.849","80.7","10.2","5.7","3.4","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","94","3.755","33.0","2.1","2.1","3.2","",".","",".","",".","53.2","",".",".","",".","6.4","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","6","4.000","50.0",".",".",".","",".","",".","",".","50.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","191","3.825","56.0","6.3","3.7","3.1","",".","",".","",".","27.7","",".",".","",".","3.1","",".",".",".","."
