"","999
046","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","999
060","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Studies","Course Total","19","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"252
CS&D","Dept. Total","1274","3.726","72.3","11.9","6.4","2.6","2.0","0.9","0.5","0.5","0.1","2.2","",".","0.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.512","46.3","22.0","24.4","2.4","4.9",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","171","3.490","54.4","19.9","14.0","3.5","4.1","3.5","0.6",".",".",".","",".",".","",".",".",".","."
"Junior","","256","3.640","67.6","15.6","6.3","5.9","3.9",".","0.8",".",".",".","",".",".","",".",".",".","."
"Senior","","325","3.634","65.2","17.2","7.7","3.1","1.8","1.8","0.9",".",".",".","",".","2.2","",".",".",".","."
"Undergraduates","","793","3.597","62.7","17.5","9.5","4.0","3.2","1.5","0.8",".",".",".","",".","0.9","",".",".",".","."
"Special","","34","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","261","3.975","83.1","1.1","1.1",".",".",".",".","2.3","0.4","10.7","",".","1.1","",".",".",".","."
"Prof Yr 1","","61","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","63","3.983","98.4",".","1.6",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","62","3.964","96.8","1.6",".","1.6",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","186","3.980","98.4","0.5","0.5","0.5",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1274","3.726","72.3","11.9","6.4","2.6","2.0","0.9","0.5","0.5","0.1","2.2","",".","0.8","",".",".",".","."
