"","990
035","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
036","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","80.0","",".",".","",".","20.0",".",".",".","."
"180
ART HIST","Dept. Total","1199","3.785","60.6","9.7","4.0","2.2","0.8","0.6","0.4","20.5","",".",".","",".","0.4","0.8","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.819","79.3","13.3","2.7","3.3","0.7",".","0.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","254","3.811","79.5","9.8","5.5","3.1","0.8","0.4","0.4",".","",".",".","",".",".","0.4",".",".","."
"Junior","","201","3.755","75.6","12.9","4.5","3.0","1.0","1.0","1.0",".","",".",".","",".",".","0.5","0.5",".","."
"Senior","","276","3.732","71.4","12.7","7.6","2.5","1.8","1.4","0.4","0.4","",".",".","",".","0.7","1.1",".",".","."
"Undergraduates","","881","3.775","76.0","12.0","5.4","3.0","1.1","0.8","0.6","0.1","",".",".","",".","0.2","0.6","0.1",".","."
"Special","","232","3.833","0.9","0.4",".",".",".",".",".","98.7","",".",".","",".",".",".",".",".","."
"Graduate","","86","3.930","62.8","10.5",".",".",".",".",".","18.6","",".",".","",".","3.5","4.7",".",".","."
"","Dept. Total","1199","3.785","60.6","9.7","4.0","2.2","0.8","0.6","0.4","20.5","",".",".","",".","0.4","0.8","0.1",".","."
