"PHYSICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","",""
"Theor Physics-Electrodynmcs
721","001","","22","3.773","72.7","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Plasma Kinetic&Radiatn Proc
725","001","","9","3.167","33.3","11.1","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"Quantum Mechanics
731","001","","65","3.555","38.5","32.3","27.7",".",".",".",".",".",".",".",".",".","1.5",".",".","."
"Particle Physics
735","001","","8","3.833","62.5",".","12.5",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Qubit Tune-Up and Programming
763","001","","35","3.643","77.1","8.6","8.6",".",".",".","5.7",".",".",".",".",".",".",".",".","."
"High Energy Astrophysics
772","001","","8","3.857","75.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"799","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","134","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","152","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","154","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","178","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","24","3.941","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Theoretical Physics
801","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"805","001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"805","002","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Physics","Course Total","","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Quantum Mechanics
831","002","","24","3.870","75.0","16.7","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Colloquium
900","001","","18","3.806","83.3","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Plasma Physics
922","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","11","",".",".",".",".",".",".",".","36.4",".",".",".","63.6",".",".",".","."
"990","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
