"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Bassoon
215","132","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn
217","020","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Trumpet
219","063","9","3.556","66.7","22.2",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Strings Fundamentals
22","001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"221","089","2","***","","","","","","","","","",".",".",".",".",".",".","."
"221","189","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trombone","Course Total","3","***","","","","","","","","","","","","","","","",""
"Elem/Intmed Euphonium
223","035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba
225","035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"227","033","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"227","133","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","Course Total","9","3.700","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"231","025","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"231","083","2","***","","","","","","","","","",".",".",".",".",".",".","."
"231","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"231","125","1","***","","","","","","","","","",".",".",".",".",".",".","."
"231","183","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","Course Total","14","3.969","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola
233","073","5","***","","","","","","","","","",".",".",".",".",".",".","."
"235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"235","085","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Cello","Course Total","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Double Bass
237","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp
239","077","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar
240","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"241","050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"241","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"241","092","3","***","","","","","","","","","",".",".",".",".",".",".","."
"241","096","2","***","","","","","","","","","",".",".",".",".",".",".","."
"241","097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"241","192","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Jazz Studio","Course Total","11","3.958","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition
247","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"249","046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"249","146","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermed Composition","Course Total","4","***","","","","","","","","","","","","","","","",""
"Keyboard Skills
251","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion
27","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Piano Accompanying Lab
342","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition
347","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
