"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Computing","102
001","130","3.938","93.8","3.1","0.8","1.5","0.8",".",".",".",".",".",".",".",".",".",".","."
"","200
001","250","3.566","52.8","24.0","14.8","4.4","2.4","1.2","0.4",".",".",".",".",".",".",".",".","."
"","200
002","242","3.479","52.1","21.1","14.0","5.4","4.1","2.1","1.2",".",".",".",".",".",".",".",".","."
"Programming I","Course Total","492","3.523","52.4","22.6","14.4","4.9","3.3","1.6","0.8",".",".",".",".",".",".",".",".","."
"","220
001","282","3.329","26.2","34.0","30.1","4.6","2.1","1.4","1.1",".",".",".",".",".",".",".","0.4","."
"","220
002","172","3.468","34.3","33.1","29.1","1.2","1.7",".","0.6",".",".",".",".",".",".",".",".","."
"","220
003","183","3.399","27.9","38.8","26.2","2.7","2.7","1.6",".",".",".",".",".",".",".",".",".","."
"","220
004","279","3.299","24.0","36.2","28.7","6.5","2.2","0.7","1.8",".",".",".",".",".",".",".",".","."
"Data Sci Programming I","Course Total","916","3.360","27.4","35.5","28.7","4.1","2.2","1.0","1.0",".",".",".",".",".",".",".","0.1","."
"","240
001","132","3.053","25.8","10.6","31.1","21.2","9.1","0.8","1.5",".",".",".",".",".",".",".",".","."
"","240
002","143","3.063","21.0","14.7","35.0","18.9","7.0","2.8",".",".",".",".",".",".","0.7",".",".","."
"","240
003","125","2.798","15.2","8.0","32.0","24.0","15.2","2.4","2.4",".",".",".",".",".","0.8",".",".","."
"Intro to Discrete Mathematics","Course Total","400","2.977","20.8","11.3","32.8","21.3","10.3","2.0","1.3",".",".",".",".",".","0.5",".",".","."
"","252
002","265","3.362","45.3","21.5","14.0","6.4","10.2","1.5","1.1",".",".",".",".",".",".",".",".","."
"","252
004","97","3.387","48.5","20.6","11.3","7.2","9.3","2.1","1.0",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","362","3.369","46.1","21.3","13.3","6.6","9.9","1.7","1.1",".",".",".",".",".",".",".",".","."
"Introduction to Web Dev","272
001","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","298
167","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
185","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
188","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","142","3.433","38.7","26.8","26.1","4.9","1.4","1.4","0.7",".",".",".",".",".",".",".",".","."
"","300
002","141","3.426","37.6","30.5","20.6","6.4","3.5","0.7","0.7",".",".",".",".",".",".",".",".","."
"","300
003","140","3.331","33.6","23.6","30.0","6.4","2.1","3.6",".",".",".",".",".",".","0.7",".",".","."
"","300
004","135","3.295","26.7","33.3","27.4","5.9","2.2","2.2","1.5",".",".",".",".",".",".",".","0.7","."
"Programming II","Course Total","558","3.372","34.2","28.5","26.0","5.9","2.3","2.0","0.7",".",".",".",".",".","0.2",".","0.2","."
"","304
001","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Peer Collaboration in Comp Sci","Course Total","40","3.975","97.5",".","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","319
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Data Sci Prgmg I - Research","Course Total","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","232","3.802","75.9","15.9","5.6","0.4","1.3","0.4","0.4",".",".",".",".",".",".",".",".","."
"","320
002","228","3.800","78.1","12.3","7.0","1.3",".","0.4","0.9",".",".",".",".",".",".",".",".","."
"Data Sci Programming II","Course Total","460","3.801","77.0","14.1","6.3","0.9","0.7","0.4","0.7",".",".",".",".",".",".",".",".","."
"","352
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","352
002","6","3.500","66.7",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 227 of 481",""
