"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","346
003","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
004","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Graphic Design","Course Total","51","3.882","80.4","15.7","3.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Digital Printmaking","348
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Glassworking","354
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Set Design I","372
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","376
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","376
003","12","3.136","66.7",".",".","8.3",".",".","16.7",".",".",".",".",".","8.3",".",".","."
"Darkroom Photography","Course Total","27","3.635","85.2",".",".","3.7",".",".","7.4",".",".",".",".",".","3.7",".",".","."
"Digital Fabrication Studio","409
001","12","3.792","83.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","428
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","428
002","12","3.727","83.3",".",".",".",".","8.3",".",".",".",".",".",".","8.3",".",".","."
"Digital Imaging Studio","Course Total","26","3.860","88.5","3.8",".",".",".","3.8",".",".",".",".",".",".","3.8",".",".","."
"","429
001","14","3.643","85.7",".","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","429
002","15","3.667","60.0","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"3D Digital Studio I","Course Total","29","3.655","72.4","13.8","6.9",".","3.4",".","3.4",".",".",".",".",".",".",".",".","."
"Graphic Design History","438
001","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Artists' Books","446
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
004","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","454
001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","454
002","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neon: Light as Sculpture","Course Total","22","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","458
001","15","3.567","53.3","20.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","458
002","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","458
003","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","458
004","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Branding Design","Course Total","61","3.852","82.0","9.8","4.9","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Information Graphics","463
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Papermaking;Hist,Elem&Techs","466
002","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","476
001","10","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","476
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Photography","Course Total","14","3.607","85.7",".",".","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Advanced Relief Printmaking","506
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Making Comics 2","507
001","9","3.611","77.8","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","508
001","106","3.910","79.2","5.7","1.9","0.9","0.9",".",".",".",".",".",".",".",".",".","11.3","."
"","508
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium in Art","Course Total","120","3.921","81.7","5.0","1.7","0.8","0.8",".",".",".",".",".",".",".",".",".","10.0","."
