"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCIENCE","Section","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"681
NEURODPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681
NEURODPT","Dept. Total","","99","3.990","77.8","1.0","",".","",".","",".","",".","",".","19.2","",".",".","",".","",".","",".",".","2.0","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"681
NEURODPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","5","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","22","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","44","4.000","95.5",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","4.5","."
"Undergraduates","","","71","4.000","97.2",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.8","."
"Graduate","","","27","3.933","29.6","3.7","",".","",".","",".","",".","",".","66.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","99","3.990","77.8","1.0","",".","",".","",".","",".","",".","19.2","",".",".","",".","",".","",".",".","2.0","."
