"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Problems in Constitutional Law","904
001","6","2.000","16.7",".","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","915
001","18","1.625","16.7",".","22.2",".","5.6",".",".","11.1",".",".",".",".",".",".",".","."
"","915
002","7","0.571","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
003","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","915
005","21","",".",".",".",".",".",".",".","76.2",".",".",".",".",".",".",".","23.8"
"","915
008","15","",".",".",".",".",".",".",".","93.3",".",".",".",".",".",".",".","6.7"
"Probs-Criminal Justice Adm","Course Total","70","1.304","5.7",".","5.7",".","1.4",".",".","58.6",".",".",".",".",".",".",".","8.6"
"Interntl Commercial Arbitratn","917
001","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","21","0.346","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Human Rights Law","919
001","10","0.600",".",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrnl Envrnmntl Law & Policy","921
001","10","1.750","20.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
003","7","2.353","28.6",".","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"","940
001","22","1.619","18.2",".","27.3",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"","940
002","7","1.167","14.3",".","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","940
004","8","1.625","12.5",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","15","",".",".",".",".",".",".",".","73.3",".",".",".",".",".",".",".","26.7"
"","940
006","6","1.333","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
008","14","1.143","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","10","0.950","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","940
00A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00B","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00C","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00D","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00E","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00F","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00G","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
010","7","2.000","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
012","8","0.600","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","119","1.480","18.5",".","10.9","0.8",".",".",".","22.7",".",".",".",".",".",".",".","3.4"
"","950
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
002","10","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","950
003","48","",".",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","18.8"
"","950
004","9","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","950
005","13","2.077","23.1",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
006","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
008","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
010","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills","Course Total","145","2.044","4.1",".","4.1",".",".",".",".","75.9",".",".",".",".",".",".",".","9.7"
