"","990
012","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
016","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Thesis Research","Course Total","10","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"185
ASIAN","Dept. Total","669","3.630","59.9","20.3","7.0","3.3","2.4","1.2","1.2","3.4","",".","0.1","",".","",".","0.3","0.6","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.560","41.7","46.4","4.8","1.2","4.8",".","1.2",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","163","3.605","58.3","25.8","6.7","4.9","1.2","1.8","1.2",".","",".",".","",".","",".",".",".",".","."
"Junior","","161","3.596","64.6","15.5","9.3","3.1","3.1","0.6","2.5",".","",".",".","",".","",".",".","1.2",".","."
"Senior","","185","3.643","67.0","14.6","7.6","4.3","2.7","2.2","0.5","0.5","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","","593","3.608","60.4","22.4","7.4","3.7","2.7","1.3","1.3","0.2","",".",".","",".","",".","0.2","0.3",".","."
"Special","","21","3.667","14.3","9.5","4.8",".",".",".",".","57.1","",".",".","",".","",".",".","9.5","4.8","."
"Graduate","","55","3.939","72.7","1.8","3.6",".",".",".",".","18.2","",".","1.8","",".","",".","1.8",".",".","."
"","Dept. Total","669","3.630","59.9","20.3","7.0","3.3","2.4","1.2","1.2","3.4","",".","0.1","",".","",".","0.3","0.6","0.1","."
