"","699
017","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
018","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
022","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","7","4.000","85.7",".",".",".",".",".","14.3",".","",".",".","",".","",".",".",".",".","."
"741
DANCE","Dept. Total","1837","3.860","87.0","6.0","3.7","0.9","0.8","0.2","0.7","0.3","",".",".","",".","",".","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","309","3.824","85.1","5.8","6.1","0.6","1.0",".","1.0",".","",".",".","",".","",".","0.3",".",".","."
"Sophomore","","377","3.884","91.5","3.2","2.7","0.8",".","0.3","1.1",".","",".",".","",".","",".","0.5",".",".","."
"Junior","","414","3.848","87.0","6.0","3.6","1.4","1.0","0.2","0.5",".","",".",".","",".","",".","0.2",".",".","."
"Senior","","672","3.868","86.9","7.3","3.4","0.6","0.7","0.1","0.4","0.1","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","1772","3.860","87.6","5.9","3.8","0.8","0.7","0.2","0.7","0.1","",".",".","",".","",".","0.3",".",".","."
"Special","","30","3.792","66.7","6.7","3.3","3.3","6.7",".",".","6.7","",".",".","",".","",".",".",".","6.7","."
"Graduate","","35","3.923","74.3","14.3",".",".",".",".","2.9","8.6","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1837","3.860","87.0","6.0","3.7","0.9","0.8","0.2","0.7","0.3","",".",".","",".","",".","0.3",".","0.1","."
