"","999
042","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
075","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","12","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"692
NURSING","Dept. Total","2722","3.619","42.9","28.0","9.2","1.8","0.3","0.3","0.4","2.3","",".","13.9","0.0","0.9","0.0","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.661","60.7","24.7","7.9","2.2","3.4",".",".",".","",".",".",".",".",".","1.1",".","."
"Sophomore","","112","3.820","77.7","17.0","3.6","0.9",".",".","0.9",".","",".",".",".",".",".",".",".","."
"Junior","","517","3.564","42.0","26.9","9.3","2.1",".","0.8","1.2",".","",".","17.6","0.2",".",".",".",".","."
"Senior","","1624","3.554","35.2","32.3","10.8","2.0","0.2","0.3","0.1","0.1","",".","17.7",".","1.3",".",".",".","."
"Undergraduates","","2342","3.574","39.7","30.1","10.0","2.0","0.3","0.4","0.4","0.0","",".","16.2","0.0","0.9",".","0.0",".","."
"Special","","11","3.767","36.4","9.1","9.1",".",".",".",".","45.5","",".",".",".",".",".",".",".","."
"Graduate","","368","3.835","63.6","15.2","4.1","0.3","0.3",".","0.3","15.2","",".",".",".","0.8","0.3",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","2722","3.619","42.9","28.0","9.2","1.8","0.3","0.3","0.4","2.3","",".","13.9","0.0","0.9","0.0","0.0",".","."
