"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","",""
"Agroecology of Food and Ag
103","002","14","3.679","64.3","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Community & Envir Soc
140","001","27","3.500","44.4","18.5","29.6","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Sociology
210","001","17","3.529","47.1","23.5","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"211","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"211","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Sociological Enterprise","Course Total","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envir, Nat Resources & Society
248","001","16","3.844","81.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"Issues in Food Systems
340","001","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Health & Medicine
343","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Meth-Sociological Inquiry
357","001","9","3.333","44.4","33.3",".","11.1",".","11.1",".",".",".",".",".",".",".",".",".","."
"Stats for Sociologists I
360","001","8","3.500","62.5","12.5",".","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Stats for Sociologists II
361","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","3","***","","","","","","","","","","","","","","","",""
"Education for Sustainable Cmty
405","001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"People, Wildlife & Landscapes
434","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"475","001","8","3.286","12.5","37.5","25.0","12.5",".",".",".",".",".",".",".",".","12.5",".",".","."
"475","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Classical Soc Theory","Course Total","10","3.222","10.0","40.0","20.0","20.0",".",".",".",".",".",".",".",".","10.0",".",".","."
"Public Hlth-Rural & Urban Comm
533","001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc-Int'l Dev, Envir&Sustain
540","001","15","3.700","66.7","6.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociol-Economic Institutions
652","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","2","***","","","","","","","","","","","","","","","",""
"875","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"875","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","4","***","","","","","","","","","","","","","","","",""
"Smr: Sociol-Econ Change
940","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Rural Sociology
945","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Latin American Area
982","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research
990","096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch: Methodology Trainees
995","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Demogrphy&Ecol Trainee
997","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
