"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","188","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","189","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","190","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","191","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","192","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","193","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","194","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","200","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","202","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","125","",".",".",".",".",".",".",".","98.4",".",".",".",".",".",".","1.6","."
"839","001","","17","3.938","82.4","11.8",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"839","002","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","003","","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","004","","26","3.740","61.5","23.1","7.7","3.8",".",".",".","3.8",".",".",".",".",".",".",".","."
"839","005","","72","3.986","95.8","2.8",".",".",".",".",".","1.4",".",".",".",".",".",".",".","."
"839","007","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","182","3.939","88.5","8.2","1.1","0.5",".",".",".","1.1",".",".",".",".","0.5",".",".","."
"Theory of Machine Learning
861","001","","25","3.688","68.0","12.0","12.0",".",".","4.0",".","4.0",".",".",".",".",".",".",".","."
"899","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","122","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","124","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","140","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","142","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","144","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","152","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","155","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 233 of 481",""
