"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","207
006","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
007","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
008","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
009","14","3.679","71.4",".","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","207
010","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","137","3.931","90.5","5.8","2.9","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"The English Language","214
001","61","3.680","67.2","16.4","9.8","4.9",".",".","1.6",".",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","41","3.549","51.2","26.8","7.3","9.8","4.9",".",".",".",".",".",".",".",".",".",".","."
"Literature and Culture I","241
001","105","3.586","63.8","18.1","7.6","3.8","2.9","1.9","1.9",".",".",".",".",".",".",".",".","."
"Literature and Culture II","242
001","108","3.861","84.3","11.1","1.9","1.9",".",".","0.9",".",".",".",".",".",".",".",".","."
"","245
001","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
002","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
003","18","3.889","88.9","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","19","3.816","78.9","5.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","75","3.913","90.7","2.7","5.3","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","15","3.500","80.0",".",".","6.7","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","307
003","14","3.821","85.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","307
004","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","14","3.714","92.9",".",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","72","3.750","83.3","6.9","2.8","1.4","2.8",".","2.8",".",".",".",".",".",".",".",".","."
"Structure of English","314
001","31","3.661","54.8","35.5","6.5",".",".","3.2",".",".",".",".",".",".",".",".",".","."
"English Phonology","315
001","11","3.364","45.5","27.3","9.1","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","316
001","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","318
002","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Romantic Lit and Culture","340
001","18","3.471","55.6","11.1","22.2",".",".",".","5.6","5.6",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","350
002","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"British Lit since 1900","353
001","13","3.038","7.7","46.2","7.7","23.1","15.4",".",".",".",".",".",".",".",".",".",".","."
"Modern and Contemp US Lit","361
001","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Composition","400
001","20","3.750","65.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race, Sex, and Texts","401
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
002","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","27","3.944","92.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","28","3.946","96.4",".",".","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","409
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","409
002","13","3.000","46.2","7.7","23.1","7.7",".",".","15.4",".",".",".",".",".",".",".",".","."
