"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","111910","3.448","53.4","15.7","13.2","5.3","5.2","1.8","0.9","2.6","0.0","0.8","0.0","0.4","0.2","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","15325","3.340","48.3","17.9","15.1","6.6","7.1","2.7","1.2","0.0",".","0.9","0.0",".","0.1","0.0",".","0.0"
"Sophomore","","28104","3.383","51.4","16.9","15.2","6.0","6.4","2.4","1.1","0.0","0.0","0.5","0.0",".","0.1","0.0",".","0.0"
"Junior","","26171","3.395","51.1","16.7","15.4","6.2","6.7","2.0","1.1","0.0","0.0","0.5","0.0","0.0","0.1","0.1","0.0","."
"Senior","","28719","3.525","58.6","15.6","12.1","5.1","4.0","1.5","0.8","0.1","0.0","1.0","0.0","0.7","0.3","0.0","0.0","."
"Undergraduates","","98319","3.418","53.0","16.6","14.3","5.9","5.9","2.1","1.0","0.0","0.0","0.7","0.0","0.2","0.2","0.0","0.0","0.0"
"Special","","2380","3.554","27.6","7.2","6.7","1.6","1.0","0.4","0.9","41.7",".","0.5","0.0",".","0.2","3.2","9.0","0.0"
"Graduate","","11218","3.823","62.6","9.5","4.6","0.8","0.4","0.1","0.2","16.2","0.1","2.4",".","2.3","0.6","0.1","0.1","."
"Prof Yr 1","","66","3.996","98.5","1.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","70","3.951","92.9","4.3","1.4",".",".",".",".",".",".","1.4",".",".",".",".",".","."
"Prof Yr 3","","73","3.962","93.2","2.7",".","1.4",".",".",".","1.4",".",".",".",".","1.4",".",".","."
"Prof Yr 4","","6","3.719","33.3","50.0",".",".",".",".",".",".",".","16.7",".",".",".",".",".","."
"Professionals","","215","3.960","93.0","4.2","0.5","0.5",".",".",".","0.5",".","0.9",".",".","0.5",".",".","."
"","College Total","112132","3.448","53.5","15.7","13.2","5.3","5.2","1.8","0.9","2.5","0.0","0.9","0.0","0.4","0.2","0.1","0.2","0.0"
