"L&S","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
544
L I S","2901","3.811","80.2","10.2","4.2","1.6","1.0","0.3","1.0","0.3","",".","0.7","",".","0.1","0.2","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","",""
"Freshmen","78","3.887","89.7","5.1","1.3",".","3.8",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","286","3.785","82.5","6.6","5.9","2.1","1.0","0.3","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","570","3.742","78.8","8.8","6.7","1.4","1.4","0.5","2.1",".","",".",".","",".",".","0.2","0.2",".","."
"Senior","1114","3.784","77.7","13.1","4.3","2.1","1.2","0.4","1.1","0.1","",".",".","",".",".","0.1",".",".","."
"Undergraduates","2048","3.776","79.2","10.7","5.1","1.8","1.3","0.4","1.4","0.0","",".",".","",".",".","0.1","0.0",".","."
"Special","19","3.750","47.4","5.3","5.3","5.3",".",".",".","26.3","",".",".","",".",".",".",".","10.5","."
"Graduate","832","3.905","83.7","8.9","2.0","0.8","0.2","0.1","0.1","0.4","",".","2.5","",".","0.5","0.5","0.2",".","."
"Prof Yr 3","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","2901","3.811","80.2","10.2","4.2","1.6","1.0","0.3","1.0","0.3","",".","0.7","",".","0.1","0.2","0.1","0.1","."
