"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","343
006","195","2.737","22.1","10.8","24.6","6.7","25.1","5.6","4.6",".",".",".",".",".","0.5",".",".","."
"Organic Chemistry I","Course Total","1091","2.929","27.3","10.9","25.8","7.1","22.4","4.8","1.5",".",".",".",".",".","0.2",".","0.1","."
"","344
002","16","3.219","18.8","31.3","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
003","17","3.235","35.3","5.9","29.4","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.324","41.2","17.6","11.8","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
005","14","3.357","42.9","14.3","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.235","35.3","11.8","29.4","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
007","14","3.321","42.9","14.3","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
008","18","3.250","33.3","11.1","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","17","3.147","29.4","5.9","41.2","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.219","25.0","12.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","18","3.222","33.3","11.1","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.200","20.0","33.3","13.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","15","3.100","20.0","20.0","53.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","344
015","15","3.300","40.0","13.3","26.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
016","13","3.308","23.1","23.1","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","16","3.156","25.0","25.0","25.0","18.8",".","6.3",".",".",".",".",".",".",".",".",".","."
"","344
018","14","3.179","28.6","7.1","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
019","14","3.179","35.7",".","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
020","18","3.361","55.6","5.6","22.2",".","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","344
023","16","3.250","31.3","18.8","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
024","15","3.233","33.3","6.7","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
025","12","3.083","16.7","25.0","16.7","41.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
026","15","3.033","20.0","13.3","33.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
028","16","3.344","31.3","25.0","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
029","11","3.227","18.2","18.2","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","369","3.230","31.2","15.2","30.4","17.3","5.1","0.5","0.3",".",".",".",".",".",".",".",".","."
"","345
001","307","2.997","28.7","11.7","29.3","4.6","19.2","5.2","1.0",".",".",".",".",".","0.3",".",".","."
"","345
002","267","2.742","20.6","12.7","23.6","6.0","27.3","6.7","3.0",".",".",".",".",".",".",".",".","."
"Organic Chemistry II","Course Total","574","2.878","24.9","12.2","26.7","5.2","23.0","5.9","1.9",".",".",".",".",".","0.2",".",".","."
"Intmed Organic Chem Lab","346
002","9","3.333","44.4",".","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Polymeric Materials","421
001","7","3.000",".","57.1","28.6",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","30","3.433","40.0","26.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry I","561
001","26","3.385","38.5","23.1","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry II","562
001","42","3.095","31.0","9.5","28.6","19.0","9.5",".","2.4",".",".",".",".",".",".",".",".","."
"","563
001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
007","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab I","Course Total","38","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
003","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 209 of 481",""
