"EGR","","","","","","","","","","","","","","","","","","","","",""
"MATERIALS SCI AND ENGINEERI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
636
M S & E","731","3.349","35.7","20.1","16.4","10.0","2.5","1.6","0.1","9.3","",".","2.2","",".","2.1","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","7","3.700","85.7",".",".","14.3",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","97","3.056","26.8","20.6","22.7","16.5","9.3","4.1",".",".","",".",".","",".",".","",".",".",".","."
"Junior","183","3.176","21.3","28.4","27.9","18.0","2.2","1.6","0.5",".","",".",".","",".",".","",".",".",".","."
"Senior","223","3.458","50.2","23.3","14.8","8.1","1.8","1.8",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","510","3.276","35.9","24.3","20.8","13.3","3.3","2.2","0.2",".","",".",".","",".",".","",".",".",".","."
"Special","3","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","218","3.665","34.9","10.6","6.4","1.8","0.5","0.5",".","31.2","",".","7.3","",".","6.9","",".",".",".","."
"Dept. Total","731","3.349","35.7","20.1","16.4","10.0","2.5","1.6","0.1","9.3","",".","2.2","",".","2.1","",".",".",".","."
