"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"","135","004","","39","3.816","82.1","5.1","5.1",".","5.1",".",".","2.6",".",".",".",".",".",".",".","."
"Pilates Mat I","","Course Total","","153","3.873","85.0","8.5","2.0","0.7","1.3",".","0.7","2.0",".",".",".",".",".",".",".","."
"Pilates Equipment I","136","001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Production","140","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","156","001","","33","3.848","75.8","18.2","6.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","156","002","","24","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Movemnt as Matl Thru Improv","","Course Total","","57","3.860","78.9","14.0","7.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Movement Analysis","157","001","","18","3.861","88.9",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"First Year Workshop","162","001","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Histories of Dance","165","001","","29","3.929","86.2","6.9","3.4",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"Dancing Gender","168","001","","97","3.768","81.4","8.2","3.1","3.1","2.1","1.0","1.0",".",".",".",".",".",".",".",".","."
"Writing the Moving Body","200","001","","18","3.806","77.8","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","211","001","","25","3.880","84.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","211","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Dance Tech & Th III","","Course Total","","27","3.865","77.8","18.5",".","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","225","001","","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225","002","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique II","","Course Total","","41","3.978","95.1","4.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pilates Mat II","235","001","","9","3.778","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Production Laboratory","240","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Music Fundamentals-Dancers","241","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance History I","265","001","","30","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pol&Cult Perspectives in Dance","268","001","","93","3.756","69.9","15.1","7.5","2.2","1.1","1.1",".","1.1",".",".",".",".",".",".","2.2","."
"Contemp Dance Tech & Th V","311","001","","18","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"W African Dance/Music-Americas","318","001","","40","3.813","87.5","2.5","5.0",".","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"","325","001","","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","325","002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ballet Technique III","","Course Total","","32","3.833","96.9",".",".",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"Functional Anat Mvmt Practices","330","001","","18","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dynamics of Dance Therapy","331","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","341","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Screendance Production","345","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Dance Composition II","355","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Dance","374","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pilates Teaching I","376","001","","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","410","001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","410","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Dance Forms","","Course Total","","15","3.897","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
