"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","143","3.730","76.2","9.1","3.5","4.2","2.1","0.7","1.4","2.8",".",".",".",".",".",".",".","."
"Jazz in 20th-Century America","102
001","423","3.839","84.6","5.9","5.0","0.9","1.9",".","0.7",".",".",".",".",".","0.2",".","0.7","."
"Music & Film","107
001","27","3.423","22.2","51.9","14.8",".","7.4",".",".",".",".",".",".",".",".","3.7",".","."
"","113
001","520","3.727","79.4","7.5","1.7","3.8","1.9","1.5","1.7",".",".",".",".",".",".","1.7","0.6","."
"","113
002","644","3.890","89.3","4.7","1.7","0.5","1.2","0.2","0.8","0.2",".",".",".",".",".",".","1.6","."
"","113
003","426","3.800","87.8","0.7","5.2","0.7","1.4","0.9","1.9",".","0.2",".",".",".",".",".","1.2","."
"Music in Performance","Course Total","1590","3.813","85.7","4.5","2.6","1.6","1.5","0.8","1.4","0.1","0.1",".",".",".",".","0.6","1.1","."
"Musica Practica 1","121
001","64","3.617","76.6","9.4","1.6","4.7","1.6","3.1","3.1",".",".",".",".",".",".",".",".","."
"","151
001","37","3.865","86.5","5.4","5.4",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","151
002","60","3.264","40.0","16.7","11.7","3.3","10.0","6.7",".","1.7",".",".",".",".",".",".","10.0","."
"","151
003","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","117","3.595","64.1","11.1","7.7","1.7","6.0","3.4",".","0.9",".",".",".",".",".",".","5.1","."
"","171
103","12","3.750","83.3",".","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","171
104","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","171
105","11","3.273","45.5","18.2","9.1","18.2",".","9.1",".",".",".",".",".",".",".",".",".","."
"","171
106","10","3.800","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","171
107","11","3.091","54.5","9.1","9.1","9.1",".","9.1","9.1",".",".",".",".",".",".",".",".","."
"","171
108","11","3.455","63.6","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","64","3.531","67.2","12.5","6.3","6.3","1.6","3.1","3.1",".",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","211
001","73","3.529","64.4","6.8","13.7","4.1","1.4","2.7","2.7","4.1",".",".",".",".",".",".",".","."
"Musica Practica 3","221
001","70","3.650","67.1","17.1","8.6","1.4","2.9","1.4","1.4",".",".",".",".",".",".",".",".","."
"Conducting","253
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
060","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop","257
060","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","260
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
003","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Hand Drumming Ensemble","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
064","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
090","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
096","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
101","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
150","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
196","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","53","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
032","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
049","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
149","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Resistance Music Ensemble","266
101","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 309 of 481",""
