"","890
022","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","890
023","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Individual Research Thesis","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001","","5","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"428
GREEK","Dept. Total","","28","3.724","60.7","14.3","3.6","7.1","",".","",".","",".","10.7","",".",".","",".","",".","",".",".","3.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","6","3.625","66.7","16.7",".","16.7","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.550","66.7","11.1",".","22.2","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".","100.0","."
"Graduate","","","18","3.833","61.1","16.7","5.6",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","28","3.724","60.7","14.3","3.6","7.1","",".","",".","",".","10.7","",".",".","",".","",".","",".",".","3.6","."
