"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7495","3.815","37.4","8.0","2.3","0.4","0.4","0.1","0.0","42.5","0.1","6.8","0.0","1.3","0.1",".","0.5","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","50.0",".",".",".",".",".","."
"Sophomore","","75","3.986","94.7","2.7",".",".",".",".",".",".",".",".",".",".",".",".","2.7","."
"Junior","","286","3.918","89.5","4.9","3.8","0.3","0.3",".",".",".",".","0.3",".",".",".",".","0.7","."
"Senior","","690","3.781","79.4","8.1","5.8","1.7","2.3","0.4","0.1",".",".","0.3",".","0.6","0.4",".","0.7","."
"Undergraduates","","1053","3.829","83.1","6.8","4.9","1.2","1.6","0.3","0.1",".",".","0.4",".","0.4","0.3",".","0.9","."
"Special","","104","3.947","62.5","4.8",".","1.0",".",".",".","5.8","1.0","1.0","1.0",".",".",".","23.1","."
"Graduate","","2009","3.833","53.1","8.9","3.1","0.7","0.4","0.0",".","25.3",".","3.8",".","4.3","0.0",".","0.2","."
"Prof Yr 1","","1232","3.718","31.7","15.9","3.8","0.1",".",".",".","31.3","0.2","16.5",".","0.1",".",".",".","0.6"
"Prof Yr 2","","929","3.818","26.8","10.4","1.0",".",".",".",".","39.4","0.6","21.4",".","0.1",".",".",".","."
"Prof Yr 3","","435","3.953","7.8","0.5","0.2",".",".",".",".","86.0",".","3.2",".","1.4","0.5",".","0.5","."
"Prof Yr 4","","1790","3.857","10.2","2.7","0.3","0.1","0.1",".",".","86.1",".","0.6",".",".",".",".","0.1","."
"Professionals","","4386","3.786","19.5","7.8","1.4","0.0","0.0",".",".","60.8","0.2","9.7",".","0.2","0.0",".","0.1","0.2"
"","College Total","7552","3.815","37.9","7.9","2.3","0.4","0.4","0.1","0.0","42.1","0.1","6.7","0.0","1.3","0.1",".","0.5","0.1"
