"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro Cross-Cultrl Lit Form","203
001","","19","2.842",".","10.5","57.9","21.1","10.5","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Prob in Transnatl Genre & Mode","358
001","","12","4.000","91.7",".",".",".",".","",".","",".","8.3",".","",".",".","",".","","",".",".",".","."
"260
COMP LIT","Dept. Total","","31","3.267","35.5","6.5","35.5","12.9","6.5","",".","",".","3.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","4","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","6","3.000",".","16.7","66.7","16.7",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.417","50.0","8.3","25.0","8.3","8.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","8","3.500","62.5",".","12.5","25.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","30","3.267","36.7","6.7","36.7","13.3","6.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","31","3.267","35.5","6.5","35.5","12.9","6.5","",".","",".","3.2","",".",".","",".","",".","",".",".",".","."
