"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","14586","3.631","63.5","12.8","9.7","3.5","3.1","1.1","0.4","3.5","",".",".","",".","1.9","0.2","0.1","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1360","3.535","64.6","14.5","9.3","4.6","3.9","2.0","1.2",".","",".",".","",".",".","0.1",".",".","."
"Sophomore","","2565","3.672","72.4","11.4","8.1","3.4","3.0","1.2","0.3",".","",".",".","",".",".","0.2",".","0.0","."
"Junior","","3509","3.600","63.9","14.0","11.7","4.6","3.9","1.3","0.4","0.0","",".",".","",".",".","0.2","0.0",".","."
"Senior","","5056","3.623","64.2","14.5","11.9","3.5","3.4","1.1","0.4","0.1","",".",".","",".","0.5","0.4",".","0.1","."
"Undergraduates","","12490","3.618","65.9","13.7","10.8","3.9","3.5","1.2","0.5","0.0","",".",".","",".","0.2","0.2","0.0","0.0","."
"Special","","205","3.523","37.1","12.2","7.3","3.4","2.4","1.0","0.5","19.5","",".",".","",".",".","0.5","5.4","10.7","."
"Graduate","","1882","3.824","50.6","6.8","3.0","0.6","0.2","0.1","0.1","24.9","",".",".","",".","13.4","0.2",".","0.2","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","100.0",".",".",".","."
"Prof Yr 3","","6","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".","50.0",".",".",".","."
"Professionals","","9","4.000","55.6",".",".",".",".",".",".","22.2","",".",".","",".","22.2",".",".",".","."
"","College Total","14586","3.631","63.5","12.8","9.7","3.5","3.1","1.1","0.4","3.5","",".",".","",".","1.9","0.2","0.1","0.2","."
