"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Intro-Randm Sig Analysis&Stats","331
001","45","3.133","24.4","24.4","17.8","20.0","13.3",".",".",".",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","37","3.473","54.1","13.5","27.0",".",".","2.7","2.7",".",".",".",".",".",".",".",".","."
"","340
001","67","3.478","35.8","34.3","22.4","4.5","3.0",".",".",".",".",".",".",".",".",".",".","."
"","340
002","84","2.762","17.9","14.3","17.9","21.4","20.2","7.1","1.2",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","Course Total","151","3.079","25.8","23.2","19.9","13.9","12.6","4.0","0.7",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","93","3.882","92.5",".","5.4",".","1.1",".","1.1",".",".",".",".",".",".",".",".","."
"","352
001","91","3.434","36.3","33.0","19.8","5.5","4.4","1.1",".",".",".",".",".",".",".",".",".","."
"","352
002","80","3.342","33.8","22.5","23.8","15.0","3.8",".",".",".",".",".",".",".","1.3",".",".","."
"Digital System Fundamentals","Course Total","171","3.391","35.1","28.1","21.6","9.9","4.1","0.6",".",".",".",".",".",".","0.6",".",".","."
"Intro to Microprocessor Sys","353
001","90","3.272","41.1","22.2","12.2","10.0","10.0","3.3","1.1",".",".",".",".",".",".",".",".","."
"","354
001","49","3.071","28.6","10.2","32.7","4.1","24.5",".",".",".",".",".",".",".",".",".",".","."
"","354
002","60","3.092","26.7","18.3","28.3","6.7","16.7","3.3",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","109","3.083","27.5","14.7","30.3","5.5","20.2","1.8",".",".",".",".",".",".",".",".",".","."
"","370
001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
005","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","70","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
058","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
071","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
079","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
102","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
110","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
114","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
115","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
121","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
122","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
150","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","48","3.978","93.8","4.2",".",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"","411
001","53","3.538","28.3","54.7","13.2","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","25","3.833","72.0","16.0","8.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Intro to Electric Drive Sys","Course Total","78","3.630","42.3","42.3","11.5","2.6",".",".",".","1.3",".",".",".",".",".",".",".","."
"Power Electronic Circuits","412
001","36","3.514","52.8","16.7","16.7","8.3","5.6",".",".",".",".",".",".",".",".",".",".","."
"","427
001","63","3.452","34.9","28.6","28.6","7.9",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 131 of 481",""
