"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","347","3.937","73.2","4.9","0.6","0.3","0.3","",".","",".","20.7","",".",".","",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.875","71.4","8.2",".","2.0",".","",".","",".","18.4","",".",".","",".","",".","",".",".",".","."
"Sophomore","","91","3.923","78.0","4.4","1.1",".","1.1","",".","",".","15.4","",".",".","",".","",".","",".",".",".","."
"Junior","","68","3.926","75.0","5.9","1.5",".",".","",".","",".","17.6","",".",".","",".","",".","",".",".",".","."
"Senior","","126","3.962","72.2","4.0",".",".",".","",".","",".","23.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","334","3.935","74.3","5.1","0.6","0.3","0.3","",".","",".","19.5","",".",".","",".","",".","",".",".",".","."
"Special","","12","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","College Total","348","3.937","73.3","4.9","0.6","0.3","0.3","",".","",".","20.7","",".",".","",".","",".","",".",".",".","."
