"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","20653","3.476","42.7","23.8","15.7","5.5","2.5","0.8","0.4","0.2","",".","8.0","0.1","0.1","0.1","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","736","3.621","37.4","5.3","3.4","1.9","1.1",".","0.3",".","",".","50.1","0.5",".",".",".",".","."
"Sophomore","","3401","3.336","32.9","18.4","15.0","6.4","3.0","0.9","0.5",".","",".","22.7","0.1",".",".",".",".","."
"Junior","","5819","3.395","37.3","26.1","17.3","8.0","3.3","1.2","0.5","0.0","",".","6.2","0.1",".","0.0",".",".","."
"Senior","","6497","3.489","42.9","27.5","18.0","5.4","2.5","0.8","0.4","0.1","",".","2.2","0.1",".","0.0","0.0",".","0.0"
"Undergraduates","","16453","3.430","38.6","24.1","16.5","6.4","2.8","1.0","0.4","0.0","",".","10.0","0.1",".","0.0","0.0",".","0.0"
"Special","","318","3.302","31.8","22.6","21.1","6.3","6.0","1.3","1.3","0.9","",".","1.3",".",".","0.3","0.6","6.6","."
"Graduate","","3847","3.708","60.9","22.4","12.2","1.6","0.8","0.1","0.1","0.8","",".","0.2",".","0.7","0.1","0.0","0.1","."
"Prof Yr 2","","25","3.702","56.0","28.0","16.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","3.929","85.7","14.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","35","3.701","60.0","22.9","14.3","2.9",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","20653","3.476","42.7","23.8","15.7","5.5","2.5","0.8","0.4","0.2","",".","8.0","0.1","0.1","0.1","0.0","0.1","0.0"
