"","990
065","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
066","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","46","",".",".",".",".",".",".",".","84.8","",".",".","",".","15.2",".",".",".","."
"820
PSYCH","Dept. Total","5607","3.400","49.6","17.0","13.6","7.6","5.0","3.3","1.2","1.6","",".",".","",".","0.7","0.1","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","940","3.109","32.0","22.1","17.0","12.4","8.0","6.4","1.9",".","",".",".","",".",".","0.1",".",".","."
"Sophomore","","1353","3.317","43.2","19.9","16.2","8.9","7.3","3.5","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","1363","3.411","49.4","18.6","15.0","8.2","4.6","3.3","0.7",".","",".",".","",".",".","0.1",".","0.1","."
"Senior","","1606","3.594","64.6","13.1","10.3","4.4","2.2","1.8","1.3",".","",".",".","",".","2.0","0.2",".",".","."
"Undergraduates","","5262","3.392","49.4","17.9","14.2","8.0","5.2","3.5","1.2",".","",".",".","",".","0.6","0.1",".","0.0","."
"Special","","53","3.000","24.5","7.5","15.1","7.5","3.8",".","7.5",".","",".",".","",".",".",".","26.4","7.5","."
"Graduate","","291","3.768","58.8","2.7","1.4","1.0","1.7","0.7",".","30.9","",".",".","",".","2.4",".","0.3",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","5607","3.400","49.6","17.0","13.6","7.6","5.0","3.3","1.2","1.6","",".",".","",".","0.7","0.1","0.3","0.1","."
