"L&S","","","","","","","","","","","","","","","","","","","",""
"ANTHROPOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"156
ANTHRO","Dept. Total","2010","3.681","66.9","14.5","8.2","3.8","2.6","0.9","0.4","2.0","0.0","0.0","",".","0.3","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","593","3.638","64.9","16.0","8.9","5.1","3.5","0.8","0.5",".",".",".","",".",".","0.2",".",".","."
"Sophomore","","769","3.737","71.8","14.6","7.8","3.0","2.1","0.7","0.1",".",".",".","",".",".",".",".",".","."
"Junior","","291","3.600","66.0","12.7","10.0","5.2","3.4","1.0","1.4",".",".",".","",".",".",".",".","0.3","."
"Senior","","244","3.669","66.8","17.6","7.4","3.7","2.0","1.6","0.4",".",".","0.4","",".",".",".",".",".","."
"Undergraduates","","1897","3.676","68.1","15.1","8.4","4.1","2.7","0.9","0.5",".",".","0.1","",".",".","0.1",".","0.1","."
"Special","","29","2.800","6.9",".","3.4",".","3.4","3.4",".","75.9",".",".","",".",".",".",".","6.9","."
"Graduate","","84","3.923","59.5","4.8","3.6",".",".",".",".","21.4","1.2",".","",".","7.1","1.2",".","1.2","."
"","Dept. Total","2010","3.681","66.9","14.5","8.2","3.8","2.6","0.9","0.4","2.0","0.0","0.0","",".","0.3","0.1",".","0.2","."
