"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Digital System Fundamentals","Course Total","11","3.455","54.5","9.1","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","250","3.134","27.6","15.6","32.0","12.8","8.8","2.8","0.4",".",".",".",".",".",".",".",".","."
"","354
002","226","3.097","22.6","20.4","35.0","8.0","10.6","2.2","1.3",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","476","3.117","25.2","17.9","33.4","10.5","9.7","2.5","0.8",".",".",".",".",".",".",".",".","."
"Learn a Programming Language","368
003","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","400
001","198","3.302","34.3","25.8","21.7","9.1","3.0","2.0","2.0","0.5",".",".",".",".","1.5",".",".","."
"","400
002","209","3.321","36.4","25.4","22.0","7.7","3.8","1.9","1.9",".",".",".",".",".","1.0",".",".","."
"","400
004","120","3.421","40.0","27.5","22.5","5.0","2.5","0.8","1.7",".",".",".",".",".",".",".",".","."
"","400
010","43","3.860","95.3",".",".",".",".","4.7",".",".",".",".",".",".",".",".",".","."
"Programming III","Course Total","570","3.377","40.9","24.0","20.4","7.0","3.0","1.9","1.8","0.2",".",".",".",".","0.9",".",".","."
"Undergrad Co-op Edu","401
001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","25","3.860","80.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Found of Mobl Systms&Applctns","407
001","266","3.585","38.7","44.0","14.3","1.5",".","0.4","0.4",".",".",".",".",".","0.8",".",".","."
"Intro-Combinatrl Optimizatn","425
001","30","2.948","26.7","13.3","20.0","16.7","13.3","3.3","3.3","3.3",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","69","3.058","29.0","14.5","27.5","11.6","13.0","1.4","2.9",".",".",".",".",".",".",".",".","."
"Intro-Computational Statistics","471
001","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Web Development","472
001","32","3.625","68.8","12.5","12.5",".","3.1",".","3.1",".",".",".",".",".",".",".",".","."
"","475
001","8","2.714",".",".","50.0","25.0","12.5",".",".",".",".",".",".",".","12.5",".",".","."
"","475
002","8","2.813","12.5","25.0","25.0","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"","475
003","15","2.867","20.0","6.7","26.7","20.0","26.7",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","31","2.817","12.9","9.7","32.3","19.4","19.4","3.2",".",".",".",".",".",".","3.2",".",".","."
"","502
001","31","3.968","96.8",".","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","502
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CS Education","Course Total","46","3.978","97.8",".","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Software Engineering","506
001","75","3.541","48.0","25.3","14.7","6.7","4.0",".",".","1.3",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","17","3.765","70.6","11.8","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Optimization","524
001","58","3.026","37.9","20.7","5.2","15.5","8.6","6.9","5.2",".",".",".",".",".",".",".",".","."
"Linear Optimization","525
001","24","2.500","20.8","8.3","20.8","16.7","8.3","16.7","8.3",".",".",".",".",".",".",".",".","."
"","532
001","72","3.354","41.7","19.4","18.1","12.5","6.9","1.4",".",".",".",".",".",".",".",".",".","."
"","532
002","27","3.609","55.6","18.5","3.7","3.7",".",".","3.7","7.4",".",".",".",".","7.4",".",".","."
"","532
004","57","3.411","29.8","42.1","12.3","10.5","1.8","1.8",".","1.8",".",".",".",".",".",".",".","."
"Mtrx Mthds in Machine Learning","Course Total","156","3.414","39.7","27.6","13.5","10.3","3.8","1.3","0.6","1.9",".",".",".",".","1.3",".",".","."
"Image Processing","533
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","52","3.106","34.6","15.4","26.9","9.6","5.8","1.9","5.8",".",".",".",".",".",".",".",".","."
"","537
001","135","3.328","33.3","25.2","25.9","5.9","7.4","1.5",".",".",".",".",".",".","0.7",".",".","."
"","537
002","164","3.322","39.6","21.3","21.3","7.3","6.7","1.2","1.8",".",".",".",".",".","0.6",".",".","."
"","537
010","36","3.347","27.8","33.3","33.3","2.8",".",".","2.8",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","335","3.327","35.8","24.2","24.5","6.3","6.3","1.2","1.2",".",".",".",".",".","0.6",".",".","."
"Thry & Desgn-Progrmg Langs","538
001","39","3.434","56.4","17.9","5.1","5.1","7.7","2.6","2.6",".",".",".",".",".","2.6",".",".","."
"Intro-Artificl Neural Ntwrks","539
001","53","3.590","54.7","17.0","9.4","11.3","1.9",".",".","5.7",".",".",".",".",".",".",".","."
