"","799
032","3","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","799
033","21","3.833","76.2","14.3","9.5",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","799
036","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Independent Study","Course Total","25","3.865","80.0","12.0","8.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"745
PHY THER","Dept. Total","502","3.639","40.8","28.7","7.4","0.2","",".","",".","",".","",".","",".","22.5","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","197","3.560","42.6","41.6","15.2","0.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","302","3.721","39.1","20.5","2.3",".","",".","",".","",".","",".","",".","37.4","",".","",".","",".",".",".","."
"Professionals","","499","3.637","40.5","28.9","7.4","0.2","",".","",".","",".","",".","",".","22.6","",".","",".","",".",".",".","."
"","Dept. Total","502","3.639","40.8","28.7","7.4","0.2","",".","",".","",".","",".","",".","22.5","",".","",".","",".",".",".","."
