"ALS","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
112
BSE","437","3.419","44.6","18.3","12.8","6.4","5.5","2.7","0.7","5.3","",".",".","",".","2.7","",".",".","0.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","6","2.917","16.7","33.3",".","16.7","33.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","37","3.225","45.9","5.4","24.3","5.4","13.5","5.4",".",".","",".",".","",".",".","",".",".",".","."
"Junior","97","3.190","30.9","21.6","22.7","10.3","10.3","4.1",".",".","",".",".","",".",".","",".",".",".","."
"Senior","246","3.536","54.9","22.4","9.8","6.1","2.8","2.4","1.2",".","",".",".","",".",".","",".",".","0.4","."
"Undergraduates","386","3.409","47.4","20.7","14.2","7.3","6.2","3.1","0.8",".","",".",".","",".",".","",".",".","0.3","."
"Special","2","***","","","","","","","","","","",".","",".",".","",".",".","100.0","."
"Graduate","48","3.864","22.9",".","2.1",".",".",".",".","47.9","",".",".","",".","25.0","",".",".","2.1","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Dept. Total","437","3.419","44.6","18.3","12.8","6.4","5.5","2.7","0.7","5.3","",".",".","",".","2.7","",".",".","0.9","."
