"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","360
011","20","3.800","65.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
012","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
014","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
015","20","3.800","65.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
016","20","3.600","45.0","40.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","360
017","20","3.250","10.0","75.0",".","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","360
018","19","3.333","31.6","36.8","15.8","5.3",".",".","5.3",".",".",".",".",".",".","5.3",".","."
"","360
019","19","3.789","78.9","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
020","19","3.316","42.1","36.8",".","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","360
021","20","3.625","40.0","45.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
022","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
023","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
024","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
025","20","3.800","75.0","20.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","360
026","20","3.875","85.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","360
027","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
028","18","3.583","33.3","55.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","360
029","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
030","20","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
033","21","3.810","71.4","23.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","360
100","18","3.556","61.1","16.7","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","360
101","18","3.694","66.7","5.6","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workplace Communication","Course Total","627","3.754","65.1","27.3","4.3","1.8","0.8","0.2","0.5",".",".",".",".",".",".","0.2",".","."
"Contemporary Topics","365
001","73","3.565","46.6","24.7","9.6",".",".","1.4","2.7",".",".",".",".",".",".",".","15.1","."
"Case Interview Analysis","370
001","90","3.978","95.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Leadership","400
001","31","3.903","87.1","6.5","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","656
010","50","3.420","20.0","44.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","656
011","17","3.353","29.4","11.8","58.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","656
080","82","3.976","97.6","1.2",".","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"Statistical Learning for BA","Course Total","149","3.718","63.8","16.8","18.8","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"","657
010","43","3.744","58.1","32.6","9.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","657
011","20","3.625","45.0","35.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"ML and AI Models in Business","Course Total","63","3.706","54.0","33.3","12.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
020","45","3.689","55.6","26.7","17.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
021","39","3.795","69.2","20.5","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data to Decisions","Course Total","84","3.738","61.9","23.8","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
010","48","3.563","37.5","43.8","14.6","2.1","2.1",".",".",".",".",".",".",".",".",".",".","."
"","720
011","25","3.520","32.0","40.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
012","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","720
050","25","3.620","40.0","44.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 48 of 481"
