"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"610","001","","39","3.962","94.9","2.6","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"610","002","","39","3.974","97.4",".","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Seminar in ECE","Course Total","","78","3.968","96.2","1.3","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","20","3.990","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Cooperative Educ Program
702","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Mobile and Wireless Networking
707","001","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Utilty Appl-Powr Electroncs
714","003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Systems
717","001","","23","3.804","60.9","39.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"733","001","","6","3.333","16.7","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"733","003","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Comp Ctrl of Mach & Procss","Course Total","","12","3.500","25.0","58.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Electromagnetic Theory
740","001","","13","3.875","69.2","23.1",".",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"Solid State Electronics
745","001","","14","3.393","57.1","21.4","7.1",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"Nanophotonics
747","001","","9","3.222","44.4","11.1","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".","."
"Adv Computer Architecture I
752","001","","23","3.565","30.4","52.2","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fault-Tolerant Computing
753","001","","22","3.682","50.0","40.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning
760","001","","17","3.647","41.2","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning Ultrason Imag
778","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Cmpr Sec & Prvcy
782","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 133 of 481",""
