"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Physical Chemistry Lab II","Course Total","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes
608","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Analysis
622","001","","27","3.981","92.6","3.7",".",".",".",".",".",".",".",".",".",".",".","3.7",".","."
"624","001","","13","3.538","46.2","15.4","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"624","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Electrochemistry","Course Total","","16","3.535","37.5","25.0","31.3",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR
636","001","","27","3.833","85.2","7.4",".","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry
641","001","","31","3.435","25.8","48.4","19.4",".","6.5",".",".",".",".",".",".",".",".",".",".","."
"Chem of Inorganic Materials
652","001","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry
665","001","","79","3.373","43.0","8.9","34.2","10.1","2.5","1.3",".",".",".",".",".",".",".",".",".","."
"Biophysical Spectroscopy
668","001","","32","3.736","56.3","31.3","9.4",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"Intro Quantum Chemistry
675","001","","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
