"Topic in Medieval Literature","423
001","","3","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Chaucer's Canterbury Tales","427
001","","2","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Old English","520
001","","2","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"633
MEDIEVAL","Dept. Total","","53","3.632","67.9","15.1","9.4","1.9","1.9","1.9","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","13","3.808","84.6",".","7.7","7.7",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.462","61.5","15.4","7.7",".","7.7","7.7",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.620","64.0","20.0","12.0",".",".",".","4.0","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","51","3.627","68.6","13.7","9.8","2.0","2.0","2.0","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","3.632","67.9","15.1","9.4","1.9","1.9","1.9","1.9","",".","",".",".","",".","",".","",".",".",".","."
