"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
944
URB R PL","204","3.814","77.0","12.3","3.4","2.9","0.5","0.5","",".","2.5","",".",".","",".","",".","1.0",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","19","3.840","84.2","10.5",".",".","5.3",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","18","3.574","61.1","11.1","11.1","16.7",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","75","3.750","68.0","20.0","4.0","4.0",".","1.3","",".",".","",".",".","",".","",".","2.7",".",".","."
"Undergraduates","112","3.739","69.6","17.0","4.5","5.4","0.9","0.9","",".",".","",".",".","",".","",".","1.8",".",".","."
"Graduate","92","3.927","85.9","6.5","2.2",".",".",".","",".","5.4","",".",".","",".","",".",".",".",".","."
"Dept. Total","204","3.814","77.0","12.3","3.4","2.9","0.5","0.5","",".","2.5","",".",".","",".","",".","1.0",".",".","."
