"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","Dept. Total","127","3.603","58.3","19.7","9.4","0.8","1.6","",".","2.4","7.1","",".",".","",".","",".","",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.581","38.9","44.4","16.7",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","29","3.303","58.6","17.2","10.3","3.4",".","",".","10.3",".","",".",".","",".","",".","",".",".",".","."
"Junior","","23","3.665","65.2","17.4","13.0",".","4.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","27","3.737","59.3","25.9","11.1",".",".","",".",".",".","",".",".","",".","",".","",".",".","3.7","."
"Undergraduates","","97","3.551","56.7","24.7","12.4","1.0","1.0","",".","3.1",".","",".",".","",".","",".","",".",".","1.0","."
"Special","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","27","3.849","66.7","3.7",".",".","3.7","",".",".","25.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","127","3.603","58.3","19.7","9.4","0.8","1.6","",".","2.4","7.1","",".",".","",".","",".","",".",".","0.8","."
