"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"363","001","","102","3.015","16.7","25.5","29.4","10.8","13.7","2.9","1.0",".",".",".",".",".",".",".",".","."
"363","002","","85","3.276","27.1","23.5","35.3","5.9","8.2",".",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","","187","3.134","21.4","24.6","32.1","8.6","11.2","1.6","0.5",".",".",".",".",".",".",".",".","."
"364","001","","97","3.325","39.2","23.7","19.6","6.2","7.2","4.1",".",".",".",".",".",".",".",".",".","."
"364","002","","96","3.438","39.6","22.9","27.1","6.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","","193","3.381","39.4","23.3","23.3","6.2","5.7","2.1",".",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation
368","001","","173","3.512","46.8","28.9","15.6","4.0","2.3","1.2","1.2",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory
370","001","","82","3.079","14.6","20.7","37.8","19.5","7.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mechatronics
376","001","","120","3.433","30.8","34.2","25.8","6.7","1.7",".",".","0.8",".",".",".",".",".",".",".","."
"Orthopaedic Biomechanics
414","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419","001","","33","3.848","78.8","15.2","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"419","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","Course Total","","34","3.853","79.4","14.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design
424","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting
429","001","","16","3.656","43.8","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Feedback Control
446","001","","57","3.412","29.8","33.3","29.8","3.5","3.5",".",".",".",".",".",".",".",".",".",".","."
"Microrobotics
455","001","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internal Combustion Engines
469","001","","56","3.688","67.9","21.4","5.4","1.8",".","1.8","1.8",".",".",".",".",".",".",".",".","."
"489","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","113","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"489","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","12","3.955","83.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"491","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","114","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","117","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","120","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
