"EDU","","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY & PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","Dept. Total","1429","3.126","38.0","16.0","18.6","9.6","11.9","4.5","1.4","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.950","10.0","40.0","20.0","10.0","10.0","10.0",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","160","2.754","20.0","13.1","19.4","19.4","20.0","6.9","1.3","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","380","3.046","32.1","13.4","22.6","9.7","16.6","4.5","1.1","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","871","3.240","44.0","17.5","16.8","7.8","8.4","4.0","1.6","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1421","3.125","37.9","16.0","18.6","9.6","11.9","4.5","1.4","",".","",".",".","",".","",".","",".",".",".","."
"Special","","8","3.250","62.5",".","12.5",".","12.5","12.5",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1429","3.126","38.0","16.0","18.6","9.6","11.9","4.5","1.4","",".","",".",".","",".","",".","",".",".",".","."
