"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","118","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","147","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","149","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","59","",".",".",".",".",".",".",".","89.8",".",".",".","10.2",".",".",".","."
