"Adv Concepts Stage Management","579
001","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Specl Topics-Theatre&Drama","619
001","11","3.682","63.6","18.2","9.1","9.1",".",".",".",".","",".","",".",".","",".",".",".",".","."
"Senior Honors Thesis","681
001","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"942
THEATRE","Dept. Total","867","3.794","81.2","8.5","4.5","1.7","2.2","0.5","0.7","",".","",".",".","",".","0.1","0.3","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","130","3.775","76.9","8.5","6.9","2.3","3.1","0.8",".","",".","",".",".","",".",".","1.5",".",".","."
"Sophomore","","226","3.823","85.8","7.5","3.5","0.4","0.9",".","1.8","",".","",".",".","",".",".",".",".",".","."
"Junior","","224","3.847","83.5","9.4","3.6","1.3","0.9",".","0.4","",".","",".",".","",".",".",".","0.9",".","."
"Senior","","274","3.744","77.4","9.1","5.1","2.9","3.6","1.1",".","",".","",".",".","",".","0.4","0.4",".",".","."
"Undergraduates","","854","3.797","81.1","8.7","4.6","1.8","2.1","0.5","0.6","",".","",".",".","",".","0.1","0.4","0.2",".","."
"Special","","9","3.520","77.8",".",".",".","11.1",".","11.1","",".","",".",".","",".",".",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","867","3.794","81.2","8.5","4.5","1.7","2.2","0.5","0.7","",".","",".",".","",".","0.1","0.3","0.2",".","."
