"","990
100","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
102","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
200","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","88","",".",".",".",".","",".","",".","",".","97.7","",".",".","",".","1.1","",".",".","1.1","."
"682
NTP","Dept. Total","246","3.738","14.6","3.3","1.2","2.0","",".","",".","",".","70.3","",".","7.7","",".","0.4","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","","21","3.410","38.1","28.6","14.3","19.0","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","22","3.438","40.9","27.3","13.6","18.2","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","211","3.923","12.8","0.9",".","0.5","",".","",".","",".","77.3","",".","7.6","",".","0.5","",".",".","0.5","."
"Prof Yr 2","","3","***","","","","","","","","","","","","","","33.3","",".",".","",".",".",".","."
"Prof Yr 3","","10","",".",".",".",".","",".","",".","",".","80.0","",".","20.0","",".",".","",".",".",".","."
"Professionals","","13","",".",".",".",".","",".","",".","",".","76.9","",".","23.1","",".",".","",".",".",".","."
"","Dept. Total","246","3.738","14.6","3.3","1.2","2.0","",".","",".","",".","70.3","",".","7.7","",".","0.4","",".",".","0.4","."
