"BUS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","322
001","37","3.595","43.2","35.1","18.9","2.7",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","322
002","45","3.659","55.6","22.2","15.6","4.4",".",".","",".",".","",".","",".",".","",".","","",".",".",".","2.2"
"Introduction to Databases","Course Total","82","3.630","50.0","28.0","17.1","3.7",".",".","",".","",".","",".",".","",".","",".","",".",".",".","1.2"
"Digital Strategy","352
001","35","3.857","77.1","20.0",".","2.9",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Contemporary Topics","365
001","26","3.269","26.9","34.6","19.2","11.5","3.8","3.8","",".",".","",".","",".",".","",".","","",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","43","3.256","32.6","23.3","25.6","9.3","4.7","4.7","",".",".","",".","",".",".","",".","","",".",".",".","."
"Systems Analysis and Design","424
001","27","3.630","51.9","25.9","18.5","3.7",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"234
INFO SYS","Dept. Total","213","3.547","48.4","26.3","16.4","5.6","1.4","1.4","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","23","3.565","43.5","26.1","30.4",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","53","3.434","49.1","18.9","13.2","11.3","5.7","1.9","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","131","3.585","48.1","29.8","16.0","3.8",".","1.5","",".","",".","",".",".","",".","",".","",".",".",".","0.8"
"Undergraduates","","207","3.544","47.8","26.6","16.9","5.3","1.4","1.4","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"Special","","5","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","213","3.547","48.4","26.3","16.4","5.6","1.4","1.4","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
