"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","","","",""
"","990
040","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research","Course Total","7","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"400
FRENCH","Dept. Total","803","3.733","69.2","16.6","7.1","2.9","1.1","0.4","0.7","1.4","",".","0.1","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","114","3.629","67.5","15.8","5.3","5.3","3.5","1.8","0.9",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","228","3.764","68.9","22.4","5.3","2.6",".",".","0.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","190","3.735","70.0","15.8","9.5","2.6","1.6","0.5",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","207","3.779","74.9","13.0","8.2","1.9","1.0",".","0.5",".","",".","0.5","",".","",".","",".",".",".","."
"Undergraduates","","739","3.738","70.6","17.1","7.2","2.8","1.2","0.4","0.5",".","",".","0.1","",".","",".","",".",".",".","."
"Special","","16","3.643","25.0","18.8",".","6.3",".",".",".","25.0","",".",".","",".","",".","",".",".","25.0","."
"Graduate","","48","3.640","62.5","8.3","8.3","2.1",".",".","4.2","14.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","803","3.733","69.2","16.6","7.1","2.9","1.1","0.4","0.7","1.4","",".","0.1","",".","",".","",".",".","0.5","."
