"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","",""
"921","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Anesthesiology","Course Total","2","***","","","","","","","","","","","","","","","",""
"923","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","044","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Human Oncology","Course Total","3","***","","","","","","","","","","","","","","","",""
"924","042","4","***","","","","","","","","","",".",".",".",".",".",".","."
"924","044","5","***","","","","","","","","","",".",".",".",".",".",".","."
"924","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Medicine","Course Total","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"925","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Neurology","Course Total","2","***","","","","","","","","","","","","","","","",""
"927","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Ophthalmolgy","Course Total","2","***","","","","","","","","","","","","","","","",""
"934","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"934","041","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"934","042","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"934","043","5","***","","","","","","","","","",".",".",".",".",".",".","."
"934","044","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"934","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"934","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Surgery","Course Total","47","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"936","041","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"936","042","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"936","043","5","***","","","","","","","","","",".",".",".",".",".",".","."
"936","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936","045","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elec-Emergency Med","Course Total","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Extramural Elect-Intl Health
937","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"TRIUMPH I: Seminar & Projects
951","001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"TRIUMPH II: Milwaukee
953","002","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"TRIUMPH III: Leadership
955","007","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
