"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"899","156","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","161","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","162","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","166","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","168","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","170","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","172","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","174","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","188","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","189","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","190","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","191","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","201","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","202","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","204","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","205","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","92","",".",".",".",".",".",".",".","96.7",".",".",".","2.2",".",".","1.1","."
"900","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","002","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Seminar - Computer Science","Course Total","","77","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med
915","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 234 of 481",""
