"MICROBIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"740
Mech Microbial Pathogenesis","001","","15","3.346","46.7","13.3","13.3","6.7",".",".","6.7",".",".",".",".",".","6.7",".",".","6.7"
"875
Special Topics","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"901","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"901","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"901","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"901","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"901","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"901","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Seminar","Course Total","","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"932
Biotechnol Traing Prgm Smr","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","15","",".",".",".",".",".",".",".","53.3",".",".",".","46.7",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","014","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 10 of 391"
