"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","9165","3.204","32.8","16.3","18.5","7.3","9.2","1.9","0.9","8.3","0.0","1.7","0.1","2.4","0.1","0.1","0.4","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","723","2.913","22.3","21.0","21.7","11.5","13.8","4.4","3.2",".",".","1.1",".",".",".","0.8",".","0.1"
"Sophomore","","1236","3.070","27.5","19.5","23.1","11.2","12.9","3.0","1.0","0.2",".","1.4",".",".",".","0.2","0.1","."
"Junior","","1525","3.065","27.2","18.2","23.1","13.9","11.9","2.8","1.2","0.3","0.1","0.9",".",".","0.1","0.1","0.3","."
"Senior","","2934","3.250","37.8","17.7","21.3","8.8","9.2","1.8","1.0","0.8","0.0","0.9",".",".","0.2","0.1","0.2","0.1"
"Undergraduates","","6418","3.129","31.6","18.5","22.1","10.8","11.1","2.6","1.3","0.5","0.0","1.0",".",".","0.1","0.2","0.2","0.0"
"Special","","165","3.292","35.2","15.8","17.0","7.9","4.8","1.8","1.2","13.9",".",".",".",".","0.6","0.6","1.2","."
"Graduate","","2113","3.664","34.6","9.3","8.4","1.1","0.4","0.1",".","33.9","0.1","1.0",".","10.2","0.3",".","0.7","."
"Prof Yr 1","","3","3.167","33.3",".","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","3.625","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","11","3.586","63.6","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","8707","3.197","32.4","16.2","18.7","8.4","8.3","2.0","1.0","8.8","0.0","1.0",".","2.5","0.2","0.2","0.3","0.0"
