"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Meths-Disputes Settlement","912
001","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
001","16","3.750","68.8","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
002","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","24","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Profession","934
001","31","3.589","38.7","29.0","22.6",".",".",".",".","9.7",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","20","3.464","30.0","30.0","35.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","940
003","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","18","3.639","44.4","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
940","29","3.589","48.3","17.2","31.0",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"","940
007","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"","940
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
009","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","9","3.875","77.8",".","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","011
940","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
013","8","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","12","3.558","25.0","58.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
016","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
017","15","3.813","46.7",".",".","6.7",".",".",".","46.7",".",".",".",".",".",".",".","."
"","940
018","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","940
019","23","3.630","34.8","56.5","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
020","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
021","8","3.417","25.0","12.5","37.5",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","940
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
023","9","3.444","44.4",".","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
025","19","3.588","42.1","21.1","26.3",".",".",".",".",".",".",".",".",".","5.3",".","5.3","."
"","940
027","8","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
028","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
029","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
034","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
035","33","3.703","60.6","15.2","21.2",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"","940
036","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","342","3.635","45.9","24.6","19.3","0.9","0.3",".",".","7.9",".",".",".",".","0.3",".","0.9","."
"Problems-Poverty Law Smr","001
951","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Economics-Seminar","974
001","12","3.909","75.0","16.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Probs in Consumer Law-Smr","985
001","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
