"718
PHM SCI","","","","","","","","","","","","","","","","","","",""
"","990
082","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","32","",".",".",".",".",".",".",".","81.3",".",".",".","18.8",".",".",".","."
"Advanced Independent Study","999
048","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"PHM SCI
718","Dept. Total","1573","3.004","22.4","13.9","24.5","13.2","13.0","1.3","0.4","2.4",".","7.7",".","1.0","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","",""
"Junior","","9","3.357","55.6","22.2",".","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Senior","","72","3.042","26.4","15.3","12.5","20.8","19.4",".","2.8",".",".",".",".",".","1.4","1.4",".","."
"Undergraduates","","81","3.083","29.6","16.0","11.1","19.8","17.3",".","3.7",".",".",".",".",".","1.2","1.2",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","88","3.946","58.0","2.3",".","1.1",".",".",".","30.7",".",".",".","8.0",".",".",".","."
"Prof Yr 1","","220","2.949","9.1","23.2","33.2","19.5","13.6","1.4",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","325","3.022","20.3","13.5","31.4","12.0","21.5","1.2",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","140","2.986","15.7","17.9","34.3","11.4","20.7",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","685","2.984","15.8","17.5","32.6","14.3","18.8","1.0",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","855","3.037","21.4","15.8","27.1","13.5","16.7","0.8","0.4","3.3",".",".",".","0.8","0.1","0.1",".","."
